,country,region,happiness_rank,happiness_score,social_support,healthy_life_expectancy,freedom_to_make_life_choices,perceptions_of_corruption,generosity,logged_gdp_per_capita,year
842,France,Western Europe,21.0,6.69,0.942,74.0,0.822,0.571,-0.147,10.704,2021
926,Gabon,Sub-Saharan Africa,105.0,4.852,0.776,59.962,0.731,0.84,-0.2,9.603,2021
912,Gambia,Sub-Saharan Africa,91.0,5.051,0.69,55.16,0.697,0.746,0.424,7.686,2021
922,Georgia,Commonwealth of Independent States,101.0,4.891,0.671,64.3,0.783,0.655,-0.238,9.585,2021
834,Germany,Western Europe,13.0,7.155,0.903,72.5,0.875,0.46,0.011,10.873,2021
910,Ghana,Sub-Saharan Africa,89.0,5.088,0.727,57.586,0.807,0.848,0.123,8.58,2021
888,Greece,Western Europe,67.0,5.723,0.823,72.6,0.582,0.823,-0.288,10.279,2021
851,Guatemala,Latin America and Caribbean,30.0,6.435,0.813,64.958,0.906,0.775,-0.038,9.053,2021
916,Guinea,Sub-Saharan Africa,95.0,4.984,0.639,55.008,0.697,0.766,0.095,7.838,2021
879,Honduras,Latin America and Caribbean,58.0,5.919,0.812,67.3,0.857,0.809,0.081,8.648,2021
895,Hong Kong S.A.R. of China,East Asia,73.0,5.477,0.836,76.82,0.717,0.403,0.067,11.0,2021
873,Hungary,Central and Eastern Europe,52.0,5.992,0.943,68.0,0.755,0.876,-0.186,10.358,2021
825,Iceland,Western Europe,4.0,7.554,0.983,73.0,0.955,0.673,0.16,10.878,2021
952,India,South Asia,132.0,3.819,0.603,60.633,0.893,0.774,0.089,8.755,2021
899,Indonesia,Southeast Asia,78.0,5.345,0.811,62.236,0.873,0.867,0.542,9.365,2021
932,Iran,Middle East and North Africa,111.0,4.721,0.71,66.3,0.608,0.714,0.218,9.584,2021
925,Iraq,Middle East and North Africa,104.0,4.854,0.746,60.583,0.63,0.875,-0.053,9.24,2021
836,Ireland,Western Europe,15.0,7.085,0.947,72.4,0.879,0.363,0.077,11.342,2021
833,Israel,Middle East and North Africa,12.0,7.157,0.939,73.503,0.8,0.753,0.031,10.575,2021
849,Italy,Western Europe,28.0,6.483,0.88,73.8,0.693,0.866,-0.084,10.623,2021
902,Ivory Coast,Sub-Saharan Africa,81.0,5.306,0.644,50.114,0.741,0.794,-0.016,8.551,2021
858,Jamaica,Latin America and Caribbean,37.0,6.309,0.877,67.5,0.89,0.884,-0.137,9.186,2021
876,Japan,East Asia,55.0,5.94,0.884,75.1,0.796,0.638,-0.258,10.611,2021
941,Jordan,Middle East and North Africa,120.0,4.395,0.767,67.0,0.755,0.705,-0.167,9.182,2021
866,Kazakhstan,Commonwealth of Independent States,45.0,6.152,0.952,65.2,0.853,0.733,-0.069,10.155,2021
935,Kenya,Sub-Saharan Africa,114.0,4.607,0.688,60.704,0.779,0.825,0.287,8.361,2021
854,Kosovo,Central and Eastern Europe,33.0,6.372,0.821,63.813,0.869,0.917,0.257,9.318,2021
887,Kyrgyzstan,Commonwealth of Independent States,66.0,5.744,0.893,64.401,0.935,0.908,0.119,8.538,2021
914,Laos,Southeast Asia,93.0,5.03,0.728,58.968,0.91,0.658,0.123,8.947,2021
871,Latvia,Central and Eastern Europe,50.0,6.032,0.927,67.1,0.715,0.8,-0.162,10.315,2021
937,Lebanon,Middle East and North Africa,116.0,4.584,0.848,67.355,0.525,0.898,-0.073,9.626,2021
934,Liberia,Sub-Saharan Africa,113.0,4.625,0.72,56.498,0.735,0.85,0.05,7.288,2021
859,Lithuania,Central and Eastern Europe,38.0,6.255,0.935,67.906,0.773,0.826,-0.203,10.499,2021
829,Luxembourg,Western Europe,8.0,7.324,0.908,72.6,0.907,0.386,-0.034,11.647,2021
948,Madagascar,Sub-Saharan Africa,127.0,4.208,0.686,59.305,0.552,0.803,-0.005,7.396,2021
954,Malawi,Sub-Saharan Africa,134.0,3.6,0.537,57.948,0.78,0.729,0.038,6.958,2021
898,Malaysia,Southeast Asia,77.0,5.384,0.817,67.102,0.895,0.839,0.125,10.238,2021
931,Mali,Sub-Saharan Africa,110.0,4.723,0.724,51.969,0.697,0.827,-0.036,7.744,2021
844,Malta,Western Europe,23.0,6.602,0.931,72.2,0.927,0.653,0.133,10.674,2021
947,Mauritania,Sub-Saharan Africa,126.0,4.227,0.795,57.161,0.561,0.731,-0.106,8.542,2021
870,Mauritius,Sub-Saharan Africa,49.0,6.049,0.905,66.701,0.867,0.789,-0.054,10.008,2021
857,Mexico,Latin America and Caribbean,36.0,6.317,0.831,68.597,0.862,0.799,-0.147,9.859,2021
885,Moldova,Commonwealth of Independent States,64.0,5.766,0.857,65.699,0.822,0.918,-0.079,9.454,2021
890,Mongolia,East Asia,69.0,5.677,0.935,62.5,0.708,0.856,0.116,9.4,2021
892,Montenegro,Central and Eastern Europe,71.0,5.581,0.858,68.699,0.708,0.812,-0.034,9.94,2021
920,Morocco,Middle East and North Africa,99.0,4.918,0.56,66.208,0.774,0.801,-0.236,8.903,2021
929,Mozambique,Sub-Saharan Africa,108.0,4.794,0.744,54.706,0.882,0.684,0.061,7.158,2021
940,Myanmar,Southeast Asia,119.0,4.426,0.779,59.302,0.876,0.66,0.509,8.541,2021
938,Namibia,Sub-Saharan Africa,117.0,4.574,0.818,56.799,0.719,0.847,-0.149,9.161,2021
904,Nepal,South Asia,83.0,5.269,0.774,64.233,0.782,0.727,0.152,8.12,2021
826,Netherlands,Western Europe,5.0,7.464,0.942,72.4,0.913,0.338,0.175,10.932,2021
830,New Zealand,North America and ANZ,9.0,7.277,0.948,73.4,0.929,0.242,0.134,10.643,2021
875,Nicaragua,Latin America and Caribbean,54.0,5.972,0.864,67.657,0.836,0.664,0.02,8.62,2021
911,Niger,Sub-Saharan Africa,90.0,5.074,0.641,53.78,0.806,0.693,0.018,7.098,2021
930,Nigeria,Sub-Saharan Africa,109.0,4.759,0.74,50.102,0.737,0.878,0.037,8.533,2021
909,North Macedonia,Central and Eastern Europe,88.0,5.101,0.805,65.474,0.751,0.905,0.038,9.693,2021
827,Norway,Western Europe,6.0,7.392,0.954,73.3,0.96,0.27,0.093,11.053,2021
919,Pakistan,South Asia,98.0,4.934,0.651,58.709,0.726,0.787,0.098,8.458,2021
862,Panama,Latin America and Caribbean,41.0,6.18,0.896,69.652,0.872,0.856,-0.166,10.35,2021
891,Paraguay,Latin America and Caribbean,70.0,5.653,0.893,65.9,0.876,0.882,0.028,9.448,2021
883,Peru,Latin America and Caribbean,62.0,5.84,0.832,68.25,0.822,0.891,-0.154,9.458,2021
881,Philippines,Southeast Asia,60.0,5.88,0.83,62.0,0.917,0.742,-0.097,9.076,2021
865,Poland,Central and Eastern Europe,44.0,6.166,0.898,69.702,0.841,0.735,-0.165,10.382,2021
878,Portugal,Western Europe,56.0,5.929,0.879,72.6,0.892,0.887,-0.244,10.421,2021
867,Romania,Central and Eastern Europe,46.0,6.14,0.832,67.355,0.845,0.938,-0.219,10.284,2021
894,Russia,Commonwealth of Independent States,73.0,5.477,0.903,64.703,0.718,0.845,-0.111,10.189,2021
847,Saudi Arabia,Middle East and North Africa,26.0,6.494,0.891,66.603,0.877,0.684,-0.149,10.743,2021
907,Senegal,Sub-Saharan Africa,86.0,5.132,0.71,59.802,0.695,0.801,-0.046,8.118,2021
868,Serbia,Central and Eastern Europe,47.0,6.078,0.873,68.6,0.778,0.835,0.002,9.787,2021
951,Sierra Leone,Sub-Saharan Africa,131.0,3.849,0.63,51.651,0.717,0.866,0.084,7.434,2021
853,Singapore,Southeast Asia,32.0,6.377,0.915,76.953,0.927,0.082,-0.018,11.488,2021
855,Slovakia,Central and Eastern Europe,34.0,6.331,0.936,69.201,0.766,0.911,-0.124,10.369,2021
850,Slovenia,Central and Eastern Europe,29.0,6.461,0.948,71.4,0.949,0.806,-0.101,10.529,2021
917,South Africa,Sub-Saharan Africa,96.0,4.956,0.86,56.904,0.749,0.86,-0.067,9.403,2021
882,South Korea,East Asia,61.0,5.845,0.799,73.9,0.672,0.727,-0.083,10.651,2021
848,Spain,Western Europe,27.0,6.491,0.932,74.7,0.761,0.745,-0.081,10.571,2021
943,Sri Lanka,South Asia,122.0,4.325,0.827,67.299,0.841,0.863,0.079,9.47,2021
939,State of Palestine,Middle East and North Africa,118.0,4.517,0.826,62.25,0.653,0.821,-0.163,8.485,2021
828,Sweden,Western Europe,7.0,7.363,0.934,72.7,0.945,0.237,0.086,10.867,2021
824,Switzerland,Western Europe,3.0,7.571,0.942,74.4,0.919,0.292,0.025,11.117,2021
845,Taiwan Province of China,East Asia,24.0,6.584,0.898,69.6,0.784,0.721,-0.07,10.871,2021
896,Tajikistan,Commonwealth of Independent States,75.0,5.466,0.86,64.281,0.832,0.553,-0.056,8.091,2021
953,Tanzania,Sub-Saharan Africa,133.0,3.623,0.702,57.999,0.833,0.577,0.183,7.876,2021
874,Thailand,Southeast Asia,53.0,5.985,0.888,67.401,0.884,0.895,0.287,9.805,2021
949,Togo,Sub-Saharan Africa,129.0,4.107,0.569,54.914,0.619,0.772,0.032,7.362,2021
936,Tunisia,Middle East and North Africa,115.0,4.596,0.691,67.201,0.656,0.87,-0.201,9.266,2021
918,Turkiye,Middle East and North Africa,97.0,4.948,0.822,67.199,0.576,0.776,-0.139,10.24,2021
933,Uganda,Sub-Saharan Africa,112.0,4.636,0.781,56.101,0.709,0.855,0.122,7.677,2021
924,Ukraine,Commonwealth of Independent States,103.0,4.875,0.888,64.902,0.724,0.924,-0.011,9.436,2021
846,United Arab Emirates,Middle East and North Africa,25.0,6.561,0.844,67.333,0.932,0.589,0.074,11.085,2021
838,United Kingdom,Western Europe,17.0,7.064,0.934,72.5,0.859,0.459,0.233,10.707,2021
840,United States,North America and ANZ,19.0,6.951,0.92,68.2,0.837,0.698,0.098,11.023,2021
852,Uruguay,Latin America and Caribbean,31.0,6.431,0.925,69.1,0.896,0.59,-0.092,9.966,2021
863,Uzbekistan,Commonwealth of Independent States,42.0,6.179,0.918,65.255,0.97,0.515,0.311,8.836,2021
921,Venezuela,Latin America and Caribbean,100.0,4.892,0.861,66.7,0.615,0.827,-0.169,9.073,2021
897,Vietnam,Southeast Asia,76.0,5.411,0.85,68.034,0.94,0.796,-0.098,8.973,2021
950,Zambia,Sub-Saharan Africa,130.0,4.073,0.708,55.809,0.782,0.823,0.061,8.145,2021
956,Zimbabwe,Sub-Saharan Africa,136.0,3.145,0.75,56.201,0.677,0.821,-0.047,7.943,2021
1094,Afghanistan,South Asia,137.0,2.404,0.0,11.56,0.0,0.0,0.1483333333333333,7.6809671449960835,2022
1043,Albania,Central and Eastern Europe,84.0,5.199,0.2691666666666666,28.76,0.4645454545454545,0.0,0.23,8.321769026273204,2022
1048,Algeria,Middle East and North Africa,90.0,5.122,0.4041666666666667,25.72,0.1327272727272727,0.0,0.1766666666666666,8.267522309731566,2022
1014,Argentina,Latin America and Caribbean,56.0,5.967,0.4591666666666667,26.48,0.5045454545454545,0.0,0.135,8.422788315985933,2022
1036,Armenia,Commonwealth of Independent States,78.0,5.399,0.3416666666666667,26.72,0.5072727272727273,0.0,0.09,8.318289188401797,2022
970,Australia,North America and ANZ,12.0,7.162,0.5012500000000001,30.88,0.6145454545454545,0.0,0.43,8.59961548321485,2022
969,Austria,Western Europe,11.0,7.163,0.4854166666666667,30.96,0.5663636363636363,0.0,0.3216666666666667,8.615796643739474,2022
979,Bahrain,Middle East and North Africa,21.0,6.647,0.4287499999999999,25.0,0.6299999999999999,0.0,0.3316666666666667,8.575111633821608,2022
1046,Bangladesh,South Asia,88.0,5.155,0.2558333333333333,23.24,0.5654545454545454,0.0,0.2083333333333333,8.016176445783751,2022
977,Belgium,Western Europe,19.0,6.805,0.4608333333333334,30.56,0.4472727272727272,0.0,0.0816666666666666,8.603292247605872,2022
1067,Benin,Sub-Saharan Africa,109.0,4.623,0.0266666666666666,13.4,0.4354545454545454,0.0,0.2116666666666666,7.88753040516878,2022
1027,Bolivia,Latin America and Caribbean,69.0,5.6,0.3666666666666667,22.2,0.57,0.0,0.1866666666666666,8.185788095128043,2022
1023,Bosnia and Herzegovina,Central and Eastern Europe,65.0,5.768,0.445,26.6,0.4072727272727272,0.0,0.4066666666666667,8.341716724874226,2022
1091,Botswana,Sub-Saharan Africa,134.0,3.471,0.3395833333333333,11.2,0.519090909090909,0.0,0.02,8.365273354740339,2022
996,Brazil,Latin America and Caribbean,38.0,6.293,0.435,24.6,0.4963636363636363,0.0,0.2183333333333333,8.337622134242068,2022
1039,Bulgaria,Central and Eastern Europe,81.0,5.371,0.4845833333333333,25.6,0.5118181818181817,0.0,0.205,8.443300580685964,2022
1065,Burkina Faso,Sub-Saharan Africa,107.0,4.67,0.2354166666666666,12.8,0.3472727272727272,0.0,0.31,7.708282363433738,2022
1066,Cambodia,Southeast Asia,108.0,4.64,0.305,20.2,0.6727272727272726,0.0,0.2766666666666666,7.976742572741825,2022
1054,Cameroon,Sub-Saharan Africa,95.0,5.048,0.28,12.68,0.3609090909090909,0.0,0.2533333333333333,7.925415716672418,2022
973,Canada,North America and ANZ,15.0,7.025,0.495,31.32,0.5990909090909091,0.0,0.3616666666666667,8.59222114841736,2022
1081,Chad,Sub-Saharan Africa,123.0,4.251,0.2108333333333333,9.0,0.1636363636363636,0.0,0.3033333333333333,7.545616241628949,2022
1002,Chile,Latin America and Caribbean,44.0,6.172,0.45,29.92,0.4181818181818181,0.0,0.2066666666666666,8.4591705386832,2022
1028,China,East Asia,70.0,5.585,0.3991666666666666,28.2,0.5963636363636363,0.0,0.165,8.368593741627304,2022
1022,Colombia,Latin America and Caribbean,64.0,5.781,0.3870833333333334,28.8,0.4954545454545454,0.0,0.145,8.330760337668256,2022
1068,Comoros,Sub-Saharan Africa,110.0,4.609,0.1983333333333333,16.959999999999997,0.1681818181818181,0.0,0.325,7.851494404672658,2022
1051,Congo (Brazzaville),Sub-Saharan Africa,93.0,5.075,0.16875,14.2,0.3918181818181818,0.0,0.2166666666666666,7.906652462295524,2022
1095,Congo (Kinshasa),Sub-Saharan Africa,125.0,4.153857154258336,0.9475917817962128,25.243413315887185,0.3724035588311964,0.27780642207029177,0.18757335547369272,4.3979489095202995,2022
981,Costa Rica,Latin America and Caribbean,23.0,6.582,0.4391666666666667,29.76,0.6009090909090908,0.0,0.1483333333333333,8.417751632061032,2022
1005,Croatia,Central and Eastern Europe,47.0,6.125,0.4929166666666667,28.36,0.4863636363636363,-0.0,0.1816666666666666,8.491347771741903,2022
999,Cyprus,Western Europe,41.0,6.221,0.37875,32.76,0.4072727272727272,0.0,0.205,8.553855690072439,2022
976,Czechia,Central and Eastern Europe,18.0,6.92,0.525,28.6,0.6,0.0,0.2633333333333333,8.553855690072439,2022
960,Denmark,Western Europe,2.0,7.636,0.5179166666666667,31.08,0.6536363636363636,0.0,0.3133333333333333,8.627123250788435,2022
1025,Dominican Republic,Latin America and Caribbean,67.0,5.737,0.4179166666666666,23.08,0.5509090909090909,0.0,0.14,8.388287816945017,2022
1032,Ecuador,Latin America and Caribbean,74.0,5.533,0.36625,28.32,0.5136363636363636,0.0,0.1333333333333333,8.25942122333869,2022
1080,Egypt,Middle East and North Africa,122.0,4.288,0.305,21.92,0.4263636363636363,0.0,0.0683333333333333,8.285693395161374,2022
1007,El Salvador,Latin America and Caribbean,49.0,6.12,0.32,24.28,0.6054545454545455,0.0,0.1483333333333333,8.192926167233386,2022
994,Estonia,Central and Eastern Europe,36.0,6.341,0.5133333333333333,29.12,0.6263636363636362,0.0,0.205,8.54166278262351,2022
1082,Ethiopia,Sub-Saharan Africa,124.0,4.241,0.3370833333333333,18.28,0.429090909090909,0.0,0.3416666666666667,7.719764278182168,2022
959,Finland,Western Europe,1.0,7.821,0.5241666666666667,31.0,0.6690909090909091,0.0,0.1816666666666666,8.595396846431242,2022
978,France,Western Europe,20.0,6.687,0.5079166666666667,32.32,0.5154545454545454,0.0,0.1166666666666666,8.579953346483538,2022
1058,Gabon,Sub-Saharan Africa,100.0,4.958,0.3075,15.84,0.3118181818181818,0.0,0.0533333333333333,8.335568534588225,2022
1045,Gambia,Sub-Saharan Africa,87.0,5.164,0.25875,14.76,0.3336363636363636,0.0,0.6466666666666667,7.715951602787719,2022
1057,Georgia,Commonwealth of Independent States,99.0,4.973,0.255,23.8,0.4618181818181818,0.0,0.0,8.341035456325889,2022
972,Germany,Western Europe,14.0,7.034,0.4533333333333333,31.04,0.5318181818181817,0.0,0.2716666666666666,8.612165651862137,2022
1063,Ghana,Sub-Saharan Africa,105.0,4.872,0.2479166666666666,16.36,0.4545454545454545,0.0,0.3833333333333333,8.06405229798782,2022
1015,Greece,Western Europe,57.0,5.948,0.4083333333333333,30.96,0.2263636363636363,0.0,0.025,8.49017430371626,2022
997,Guatemala,Latin America and Caribbean,39.0,6.262,0.34625,20.88,0.6018181818181818,0.0,0.1866666666666666,8.200013648175434,2022
1061,Guinea,Sub-Saharan Africa,103.0,4.891,0.2358333333333333,11.0,0.3036363636363636,0.0,0.3566666666666667,7.793115410987626,2022
1012,Honduras,Latin America and Caribbean,54.0,6.022,0.36875,22.2,0.5290909090909091,0.0,0.3366666666666667,8.063152896029454,2022
1035,Hong Kong S.A.R. of China,East Asia,77.0,5.425,0.3975,37.67999999999999,0.3636363636363636,0.0,0.245,8.629168921075044,2022
1008,Hungary,Central and Eastern Europe,50.0,6.086,0.51375,26.72,0.4409090909090908,0.0,0.13,8.516249889503992,2022
961,Iceland,Western Europe,3.0,7.557,0.55,32.12,0.6527272727272726,0.0,0.45,8.618382161119506,2022
1086,India,South Asia,129.0,3.777,0.1566666666666666,18.84,0.5881818181818181,0.0,0.33,8.112313626130124,2022
1040,Indonesia,Southeast Asia,82.0,5.24,0.3679166666666666,21.56,0.5636363636363636,0.0,0.78,8.281362352912874,2022
1062,Iran,Middle East and North Africa,104.0,4.888,0.30875,25.68,0.2554545454545454,0.0,0.4016666666666666,8.301415304018034,2022
1059,Iraq,Middle East and North Africa,101.0,4.941,0.2841666666666667,22.16,0.2981818181818181,0.0,0.245,8.211715618897248,2022
971,Ireland,Western Europe,13.0,7.041,0.4858333333333333,31.16,0.57,0.0,0.3166666666666667,8.713394172310794,2022
967,Israel,Middle East and North Africa,9.0,7.364,0.50875,32.72,0.5163636363636362,0.0,0.2583333333333333,8.55989684308022,2022
989,Italy,Western Europe,31.0,6.467,0.4383333333333333,32.04,0.3745454545454545,0.0,0.1416666666666667,8.564267598802166,2022
1041,Ivory Coast,Sub-Saharan Africa,83.0,5.235,0.1841666666666666,12.88,0.41,0.0,0.2483333333333333,8.047737983188773,2022
1020,Jamaica,Latin America and Caribbean,62.0,5.85,0.4354166666666667,25.84,0.5154545454545454,0.0,0.1333333333333333,8.217130026679188,2022
1011,Japan,East Asia,53.0,6.039,0.45375,34.64,0.4881818181818181,0.0,0.0116666666666666,8.564812602494431,2022
1084,Jordan,Middle East and North Africa,127.0,4.152,0.3016666666666667,27.0,0.4327272727272727,0.0,0.0966666666666666,8.23849917651438,2022
998,Kazakhstan,Commonwealth of Independent States,40.0,6.234,0.5083333333333333,24.44,0.5309090909090909,0.0,0.2233333333333333,8.469412517539979,2022
1071,Kenya,Sub-Saharan Africa,113.0,4.543,0.2520833333333333,16.04,0.3999999999999999,0.0,0.5366666666666667,7.989415160329566,2022
990,Kosovo,Central and Eastern Europe,32.0,6.455,0.3954166666666666,22.76,0.5445454545454544,0.0,0.515,8.266788553232416,2022
1021,Kyrgyzstan,Commonwealth of Independent States,63.0,5.828,0.4620833333333333,25.52,0.6299999999999999,0.0,0.3466666666666667,8.024628390730426,2022
1047,Laos,Southeast Asia,89.0,5.14,0.2725,19.16,0.6172727272727273,0.0,0.3283333333333333,8.172164452111904,2022
1000,Latvia,Central and Eastern Europe,42.0,6.18,0.50875,25.48,0.4563636363636363,0.0,0.125,8.507056271727883,2022
1093,Lebanon,Middle East and North Africa,136.0,2.955,0.2075,25.24,0.0936363636363636,0.0,0.1366666666666667,8.288570370569722,2022
1049,Liberia,Sub-Saharan Africa,90.0,5.122,0.2791666666666667,12.36,0.3681818181818181,0.0,0.2966666666666667,7.505570850936734,2022
992,Lithuania,Central and Eastern Europe,34.0,6.446,0.5016666666666667,26.36,0.4509090909090908,0.0,0.0883333333333333,8.54777781960687,2022
964,Luxembourg,Western Europe,6.0,7.404,0.48125,31.6,0.6363636363636362,0.0,0.2,8.75027575810234,2022
1079,Madagascar,Sub-Saharan Africa,121.0,4.339,0.26875,15.12,0.1836363636363636,0.0,0.2383333333333333,7.557622088546248,2022
1088,Malawi,Sub-Saharan Africa,131.0,3.75,0.11625,15.52,0.4336363636363636,0.0,0.2333333333333333,7.524252798493571,2022
1026,Malaysia,Southeast Asia,68.0,5.711,0.3908333333333333,24.8,0.5945454545454545,0.0,0.355,8.481921243047713,2022
1075,Mali,Sub-Saharan Africa,117.0,4.479,0.20125,12.44,0.3181818181818181,0.0,0.2133333333333333,7.724825337887495,2022
991,Malta,Western Europe,33.0,6.447,0.4870833333333333,31.56,0.6172727272727273,0.0,0.29,8.566445833660211,2022
1083,Mauritania,Sub-Saharan Africa,126.0,4.153,0.3604166666666666,18.0,0.2763636363636363,0.0,0.1466666666666666,8.053205714494222,2022
1009,Mauritius,Sub-Saharan Africa,51.0,6.071,0.4650000000000001,22.719999999999995,0.5354545454545454,0.0,0.2183333333333333,8.422160116072067,2022
1004,Mexico,Latin America and Caribbean,46.0,6.128,0.3691666666666667,24.92,0.5645454545454545,0.0,0.1533333333333333,8.39734731528097,2022
1019,Moldova,Commonwealth of Independent States,61.0,5.857,0.42,23.88,0.51,0.0,0.1699999999999999,8.306366334395422,2022
1024,Mongolia,East Asia,66.0,5.761,0.49875,18.68,0.3618181818181818,0.0,0.4116666666666667,8.289288323000317,2022
1031,Montenegro,Central and Eastern Europe,73.0,5.547,0.4262499999999999,26.36,0.4181818181818181,0.0,0.225,8.4107845075744,2022
1052,Morocco,Middle East and North Africa,94.0,5.06,0.1116666666666666,22.6,0.4472727272727272,0.0,0.0333333333333333,8.146833196127668,2022
1053,Mozambique,Sub-Saharan Africa,95.0,5.048,0.275,7.64,0.5390909090909091,0.0,0.3083333333333333,7.410001346240088,2022
1077,Myanmar,Southeast Asia,119.0,4.394,0.3454166666666666,19.64,0.4663636363636363,0.0,0.7533333333333334,7.995210318287666,2022
1076,Namibia,Sub-Saharan Africa,118.0,4.459,0.3654166666666666,14.159999999999998,0.349090909090909,0.0,0.1116666666666666,8.21403966998785,2022
1038,Nepal,South Asia,79.0,5.377,0.3266666666666667,19.96,0.4718181818181818,0.0,0.395,7.941803649364774,2022
963,Netherlands,Western Europe,5.0,7.415,0.5025000000000001,31.48,0.5918181818181818,0.0,0.4516666666666667,8.623019312948538,2022
968,New Zealand,North America and ANZ,10.0,7.2,0.5145833333333334,30.08,0.6181818181818182,0.0,0.4083333333333333,8.57403250673062,2022
1003,Nicaragua,Latin America and Caribbean,45.0,6.165,0.4287499999999999,24.68,0.5609090909090909,0.0,0.28,8.057739430379796,2022
1056,Niger,Sub-Saharan Africa,98.0,5.003,0.2333333333333333,13.04,0.519090909090909,0.0,0.275,7.396072331972585,2022
1070,Nigeria,Sub-Saharan Africa,112.0,4.552,0.305,11.999999999999998,0.4036363636363636,0.0,0.2916666666666667,8.033936411579564,2022
1042,North Macedonia,Central and Eastern Europe,84.0,5.199,0.3595833333333333,25.48,0.4436363636363636,0.0,0.3583333333333333,8.366602832783736,2022
966,Norway,Western Europe,8.0,7.365,0.5162500000000001,31.44,0.6618181818181817,0.0,0.3616666666666667,8.649398705452088,2022
1073,Pakistan,South Asia,114.0,4.516,0.1720833333333333,14.96,0.4072727272727272,0.0,0.3016666666666667,8.005748328342108,2022
995,Panama,Latin America and Caribbean,37.0,6.309,0.46125,28.36,0.5381818181818181,0.0,0.0816666666666666,8.497194544909547,2022
1029,Paraguay,Latin America and Caribbean,71.0,5.578,0.4708333333333333,24.96,0.5718181818181818,0.0,0.285,8.300706008673192,2022
1030,Peru,Latin America and Caribbean,72.0,5.559,0.3604166666666666,29.4,0.4954545454545454,0.0,0.15,8.292154989241231,2022
1017,Philippines,Southeast Asia,59.0,5.904,0.38,20.56,0.6163636363636363,0.0,0.1783333333333333,8.195294246644485,2022
1006,Poland,Central and Eastern Europe,48.0,6.123,0.4891666666666666,28.48,0.4754545454545454,0.0,0.2066666666666666,8.521953272802898,2022
1013,Portugal,Western Europe,55.0,6.016,0.4491666666666667,31.08,0.5954545454545455,0.0,0.0266666666666666,8.523090056396487,2022
986,Romania,Central and Eastern Europe,28.0,6.477,0.4191666666666667,26.2,0.5499999999999999,0.0,0.065,8.499523715904596,2022
1034,Russia,Commonwealth of Independent States,76.0,5.459,0.45625,23.44,0.3645454545454545,0.0,0.195,8.479550660848869,2022
983,Saudi Arabia,Middle East and North Africa,25.0,6.523,0.455,23.08,0.5918181818181818,0.0,0.13,8.583702982609383,2022
1055,Senegal,Sub-Saharan Africa,97.0,5.046,0.2208333333333333,17.88,0.449090909090909,0.0,0.2383333333333333,7.888602388977284,2022
1001,Serbia,Central and Eastern Europe,43.0,6.178,0.4525,26.32,0.4963636363636363,0.0,0.365,8.396058115373144,2022
1090,Sierra Leone,Sub-Saharan Africa,133.0,3.574,0.1733333333333333,10.92,0.3518181818181818,0.0,0.3366666666666667,7.581209826196346,2022
985,Singapore,Southeast Asia,27.0,6.48,0.4695833333333333,34.04,0.6109090909090908,0.0,0.2716666666666666,8.7227428743294,2022
993,Slovakia,Central and Eastern Europe,35.0,6.391,0.5133333333333333,28.28,0.4354545454545454,0.0,0.1966666666666666,8.509362612301048,2022
980,Slovenia,Central and Eastern Europe,22.0,6.63,0.5204166666666667,30.76,0.6227272727272727,0.0,0.1966666666666666,8.551097600230694,2022
1044,South Africa,Sub-Saharan Africa,86.0,5.194,0.4533333333333333,14.44,0.4018181818181818,0.0,0.1483333333333333,8.311994801078328,2022
1016,South Korea,East Asia,58.0,5.935,0.3691666666666667,33.63999999999999,0.3763636363636363,0.0,0.185,8.573492506177496,2022
987,Spain,Western Europe,29.0,6.476,0.5045833333333334,32.32,0.459090909090909,0.0,0.1683333333333333,8.549992230786618,2022
1078,Sri Lanka,South Asia,120.0,4.362,0.3891666666666667,26.4,0.4809090909090909,0.0,0.25,8.304954253813413,2022
1074,State of Palestine,Middle East and North Africa,116.0,4.483,0.39875,20.84,0.3054545454545454,0.0,0.1216666666666666,8.0959035329611,2022
965,Sweden,Western Europe,7.0,7.384,0.5016666666666667,32.12,0.6581818181818181,0.0,0.3633333333333333,8.610084864574064,2022
962,Switzerland,Western Europe,4.0,7.512,0.5108333333333334,32.879999999999995,0.6154545454545455,0.0,0.245,8.663813548582478,2022
984,Taiwan Province of China,East Asia,26.0,6.512,0.45625,29.32,0.4927272727272727,0.0,0.125,8.598035579260339,2022
1037,Tajikistan,Commonwealth of Independent States,79.0,5.377,0.4187499999999999,20.72,0.5199999999999999,0.0,0.1966666666666666,7.923348211930155,2022
1089,Tanzania,Sub-Saharan Africa,132.0,3.702,0.24875,17.0,0.5254545454545454,0.0,0.4133333333333333,7.793115410987626,2022
1018,Thailand,Southeast Asia,60.0,5.891,0.4566666666666667,27.879999999999995,0.5609090909090909,0.0,0.535,8.38633577155827,2022
1085,Togo,Sub-Saharan Africa,128.0,4.112,0.1341666666666666,14.4,0.2654545454545454,0.0,0.29,7.697964350956626,2022
1072,Tunisia,Middle East and North Africa,114.0,4.516,0.2483333333333333,26.24,0.2872727272727272,0.0,0.0483333333333333,8.257941221588538,2022
1064,Turkiye,Middle East and North Africa,106.0,4.744,0.3604166666666666,28.08,0.1899999999999999,0.0,0.145,8.492519864354184,2022
1069,Uganda,Sub-Saharan Africa,111.0,4.603,0.3645833333333333,16.72,0.3654545454545454,0.0,0.37,7.7057128238944275,2022
